"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"28060",42500,"Fresno europeo","30/09/2011 08:51","Alto (> 8 mts)",190,"Grande",-68.8314073477,-32.875371027,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"24986",37811,"Fresno europeo","10/12/2010 11:24","Medio (4 - 8 mts)",50,"Mediano",-68.8487425435,-32.8718711738,6,"Residencial Norte",2694682.37982,"0","bajo"
"14638",22342,"Fresno europeo","17/06/2011 10:36","Bajo (2 - 4 mts)",35,"Mediano",-68.8583198098,-32.8988276476,5,"Residencial Sur",2423808.92355,"0","bajo"
"15506",23599,"Tipa","14/01/2011 20:30","Bajo (2 - 4 mts)",62,"Grande",-68.8476407021,-32.9006565384,2,"Barrio Civico",2366816.36021,"0","bajo"
"15263",23228,"Paraiso","24/01/2011 11:33","Alto (> 8 mts)",132,"Grande",-68.8514952701,-32.9016054644,2,"Barrio Civico",2366816.36021,"1","medio"
"13034",19986,"Morera","16/08/2011 10:46","Alto (> 8 mts)",175,"Grande",-68.834779995,-32.8678949835,4,"Cuarta Oeste",1173332.70145,"0","alto"
"1557",2364,"Fresno europeo","02/11/2011 17:19","Medio (4 - 8 mts)",36,"Mediano",-68.8345832944,-32.8875242603,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"7442",11347,"Caducifolio","19/01/2011 19:12","Medio (4 - 8 mts)",50,"Mediano",-68.8486000517,-32.9027128308,2,"Barrio Civico",2366816.36021,"0","bajo"
"12524",19243,"Morera","03/08/2011 12:43","Alto (> 8 mts)",207,"Grande",-68.8375806837,-32.8699278242,4,"Cuarta Oeste",1173332.70145,"0","alto"
"17852",27186,"Fresno europeo","26/10/2011 12:39","Bajo (2 - 4 mts)",50,"Mediano",-68.8358185117,-32.8909995841,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"16195",24635,"Pltano","17/01/2011 12:13","Alto (> 8 mts)",240,"Grande",-68.8419296082,-32.8999237687,2,"Barrio Civico",2366816.36021,"0","alto"
"23167",35118,"Perenne","28/03/2011 10:55","Alto (> 8 mts)",128,"Grande",-68.8519554875,-32.8806553496,1,"Parque Central",1655357.93265,"0","medio"
"12384",19040,"Morera","12/07/2011 10:39","Alto (> 8 mts)",160,"Grande",-68.8406948617,-32.8718595609,4,"Cuarta Oeste",1173332.70145,"0","medio"
"12900",19801,"Morera","08/08/2011 10:40","Alto (> 8 mts)",195,"Grande",-68.8351888332,-32.8642319367,4,"Cuarta Oeste",1173332.70145,"1","alto"
"2474",3747,"Fresno americano","25/08/2011 13:11","Muy bajo (1 - 2 mts)",5,"Chico",-68.8194067566,-32.8696299922,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"443",680,"Morera","31/01/2012 17:18","Bajo (2 - 4 mts)",60,"Mediano",-68.8525667727,-32.9017699591,2,"Barrio Civico",2366816.36021,"0","bajo"
"24006",36360,"Pltano","17/03/2011 12:59","Alto (> 8 mts)",180,"Grande",-68.851653461,-32.8780638122,6,"Residencial Norte",2694682.37982,"0","alto"
"883",1354,"Paraiso sombrilla","29/11/2011 13:11","Bajo (2 - 4 mts)",50,"Mediano",-68.8772161184,-32.8650427967,8,"Aeroparque",2203364.73622,"0","bajo"
"11006",16986,"Prunas","15/08/2011 11:37","Muy bajo (1 - 2 mts)",8,"Chico",-68.8381560404,-32.8647058641,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"4030",6213,"Acacia SP","11/04/2011 15:47","Bajo (2 - 4 mts)",34,"Mediano",-68.8392656161,-32.8851989321,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"13759",21053,"Olmo comun","24/06/2011 09:44","Alto (> 8 mts)",160,"Grande",-68.8637193645,-32.8996352674,5,"Residencial Sur",2423808.92355,"0","medio"
"18940",28821,"Morera","28/04/2011 13:06","Alto (> 8 mts)",180,"Grande",-68.847339688,-32.8849047082,1,"Parque Central",1655357.93265,"0","alto"
"17164",26144,"Fresno europeo","10/11/2011 17:38","Bajo (2 - 4 mts)",110,"Grande",-68.8300663424,-32.8876760526,3,"Parque O'Higgins",1531146.02653,"0","medio"
"7957",12124,"Paraiso","20/01/2011 11:21","Alto (> 8 mts)",135,"Grande",-68.8475809846,-32.8677954825,6,"Residencial Norte",2694682.37982,"0","medio"
"21468",32572,"Olmo comun","17/06/2011 11:00","Alto (> 8 mts)",130,"Grande",-68.853178268,-32.8902692822,5,"Residencial Sur",2423808.92355,"0","medio"
"23896",36200,"Fresno americano","31/03/2011 09:21","Medio (4 - 8 mts)",73,"Grande",-68.8559458797,-32.8782326509,6,"Residencial Norte",2694682.37982,"0","bajo"
"7214",11002,"Morera","29/03/2011 10:52","Alto (> 8 mts)",168,"Grande",-68.8513066782,-32.8810579027,1,"Parque Central",1655357.93265,"0","alto"
"4834",7398,"Morera","19/05/2011 15:54","Alto (> 8 mts)",170,"Grande",-68.8542279542,-32.9003544292,5,"Residencial Sur",2423808.92355,"1","alto"
"22579",34234,"Morera","23/03/2011 10:08","Medio (4 - 8 mts)",106,"Grande",-68.8523821505,-32.8746164914,6,"Residencial Norte",2694682.37982,"0","medio"
"869",1335,"Morera","29/11/2011 11:55","Bajo (2 - 4 mts)",60,"Mediano",-68.8778972007,-32.865663287,8,"Aeroparque",2203364.73622,"0","bajo"
"24688",37366,"Paraiso","29/11/2010 10:26","Bajo (2 - 4 mts)",20,"Chico",-68.8576829473,-32.8724318786,6,"Residencial Norte",2694682.37982,"0","bajo"
"29792",45185,"Fresno europeo","28/09/2011 13:15","Medio (4 - 8 mts)",15,"Chico",-68.8221378005,-32.872622993,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"8973",13706,"Morera","18/02/2011 14:14","Medio (4 - 8 mts)",30,"Mediano",-68.8534242753,-32.8655896786,6,"Residencial Norte",2694682.37982,"0","bajo"
"18081",27554,"Pltano","28/10/2011 11:49","Alto (> 8 mts)",163,"Grande",-68.839676735,-32.892127228,2,"Barrio Civico",2366816.36021,"0","alto"
"29731",45101,"Fresno europeo","01/09/2011 09:28","Medio (4 - 8 mts)",160,"Grande",-68.8245261007,-32.8702729289,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"8355",12757,"Paraiso sombrilla","24/01/2011 13:39","Medio (4 - 8 mts)",100,"Grande",-68.8481224529,-32.8639933971,6,"Residencial Norte",2694682.37982,"0","medio"
"31154",47275,"Fresno americano","20/09/2011 11:29","Medio (4 - 8 mts)",85,"Grande",-68.8310303968,-32.8729870717,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"16657",25371,"Prunas","10/02/2011 11:58","Medio (4 - 8 mts)",92,"Grande",-68.8379252472,-32.9007624438,2,"Barrio Civico",2366816.36021,"0","medio"
"27000",40849,"Pltano","08/04/2011 10:21","Alto (> 8 mts)",162,"Grande",-68.8396811876,-32.8859831478,3,"Parque O'Higgins",1531146.02653,"0","alto"
"25457",38488,"Morera","02/11/2010 10:54","Alto (> 8 mts)",198,"Grande",-68.8504739537,-32.8703462359,6,"Residencial Norte",2694682.37982,"0","alto"
"1220",1866,"Perenne","16/11/2011 12:28","Muy bajo (1 - 2 mts)",120,"Grande",-68.8611574705,-32.870449619,7,"Residencial Parque",1786336.08966,"0","medio"
"23598",35769,"Paraiso","18/03/2011 13:02","Medio (4 - 8 mts)",120,"Grande",-68.8545868382,-32.8743130388,6,"Residencial Norte",2694682.37982,"0","medio"
"1080",1637,"Paraiso sombrilla","23/11/2011 10:03","Bajo (2 - 4 mts)",70,"Grande",-68.8711223518,-32.8777372361,7,"Residencial Parque",1786336.08966,"0","bajo"
"30667",46517,"Morera","16/08/2011 14:10","Alto (> 8 mts)",204,"Grande",-68.8315710245,-32.8667942437,4,"Cuarta Oeste",1173332.70145,"0","alto"
"18067",27527,"Fresno europeo","26/10/2011 09:29","Muy bajo (1 - 2 mts)",5,"Chico",-68.837041068,-32.8910837204,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"8483",12957,"Prunas","11/01/2011 14:03","Bajo (2 - 4 mts)",75,"Grande",-68.8439470186,-32.8636024763,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"1173",1788,"Fresno europeo","25/11/2011 09:32","Medio (4 - 8 mts)",28,"Mediano",-68.8699754749,-32.8786297034,7,"Residencial Parque",1786336.08966,"0","bajo"
"9867",15180,"Paraiso","18/11/2011 07:52","Bajo (2 - 4 mts)",67,"Grande",-68.8602083103,-32.869539137,6,"Residencial Norte",2694682.37982,"0","bajo"
"22341",33892,"Perenne","14/07/2011 09:16","Bajo (2 - 4 mts)",40,"Mediano",-68.8545629968,-32.8852294733,5,"Residencial Sur",2423808.92355,"0","bajo"
"7228",11024,"Prunas","07/04/2011 12:01","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8583220497,-32.8804651118,7,"Residencial Parque",1786336.08966,"0","bajo"
"4442",6816,"Fresno europeo","24/05/2011 12:35","Medio (4 - 8 mts)",18,"Chico",-68.861277756,-32.8944475185,5,"Residencial Sur",2423808.92355,"0","bajo"
"11815",18192,"Paraiso","22/07/2011 09:30","Alto (> 8 mts)",230,"Grande",-68.840520762,-32.8695567365,4,"Cuarta Oeste",1173332.70145,"0","alto"
"10275",15861,"Fresno europeo","30/11/2011 10:05","Bajo (2 - 4 mts)",50,"Mediano",-68.8728583874,-32.8767801345,7,"Residencial Parque",1786336.08966,"0","bajo"
"10120",15614,"Paraiso","16/11/2011 12:54","Medio (4 - 8 mts)",100,"Grande",-68.8617538854,-32.871634099,7,"Residencial Parque",1786336.08966,"0","medio"
"5576",8538,"Morera","17/02/2011 10:32","Medio (4 - 8 mts)",70,"Grande",-68.8404698723,-32.8992275558,2,"Barrio Civico",2366816.36021,"0","bajo"
"21930",33283,"Fresno europeo","27/06/2011 09:36","Medio (4 - 8 mts)",80,"Grande",-68.8562650538,-32.8902230045,5,"Residencial Sur",2423808.92355,"0","bajo"
"11794",18162,"Fresno europeo","26/07/2011 09:52","Bajo (2 - 4 mts)",14,"Chico",-68.8397509439,-32.8687088272,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"5971",9145,"Paraiso sombrilla","23/02/2011 12:28","Bajo (2 - 4 mts)",42,"Mediano",-68.8526511373,-32.8657866465,6,"Residencial Norte",2694682.37982,"0","bajo"
"9580",14670,"Aguaribay","15/12/2011 17:12","Medio (4 - 8 mts)",160,"Grande",-68.8817654834,-32.8672944107,8,"Aeroparque",2203364.73622,"0","medio"
"175",268,"Paraiso sombrilla","07/03/2012 11:07","Medio (4 - 8 mts)",150,"Grande",-68.8225191763,-32.8669136618,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"1536",2332,"Fresno europeo","25/10/2011 08:59","Medio (4 - 8 mts)",25,"Mediano",-68.8332367189,-32.8887951123,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"2260",3406,"Morera","16/08/2011 13:27","Alto (> 8 mts)",160,"Grande",-68.8323158981,-32.8671355989,4,"Cuarta Oeste",1173332.70145,"0","medio"
"27574",41712,"Morera","28/04/2011 09:19","Medio (4 - 8 mts)",54,"Mediano",-68.8383698735,-32.8784047673,1,"Parque Central",1655357.93265,"0","bajo"
"8790",13425,"Morera","28/02/2011 12:03","Alto (> 8 mts)",160,"Grande",-68.8493172157,-32.8653683329,6,"Residencial Norte",2694682.37982,"0","medio"
"2698",4125,"Morera","28/09/2011 10:41","Medio (4 - 8 mts)",60,"Mediano",-68.8241611622,-32.8746941798,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"6772",10346,"Prunas","30/11/2010 09:39","Bajo (2 - 4 mts)",35,"Mediano",-68.8554491383,-32.8727518866,6,"Residencial Norte",2694682.37982,"0","bajo"
"28302",42871,"Fresno europeo","03/10/2011 10:48","Medio (4 - 8 mts)",63,"Grande",-68.832284527,-32.8769444924,4,"Cuarta Este Área Fundacional",1822015.85685,"1","bajo"
"4669",7156,"Fresno europeo","13/05/2011 13:43","Medio (4 - 8 mts)",32,"Mediano",-68.85532129,-32.8983132432,5,"Residencial Sur",2423808.92355,"0","bajo"
"28061",42501,"Fresno europeo","30/09/2011 08:50","Medio (4 - 8 mts)",70,"Grande",-68.8314741367,-32.8753686824,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"3930",6047,"Pltano","20/04/2011 11:41","Alto (> 8 mts)",190,"Grande",-68.8450927821,-32.8864525944,1,"Parque Central",1655357.93265,"0","alto"
"5120",7832,"Fresno americano","10/05/2011 09:29","Bajo (2 - 4 mts)",44,"Mediano",-68.8603074315,-32.8855724393,5,"Residencial Sur",2423808.92355,"0","bajo"
"4939",7561,"Morera","16/06/2011 15:11","Bajo (2 - 4 mts)",90,"Grande",-68.8565397417,-32.8818664942,7,"Residencial Parque",1786336.08966,"1","medio"
"31833",48288,"Fresno americano","17/08/2011 10:03","Alto (> 8 mts)",200,"Grande",-68.8289130284,-32.8674275561,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"23563",35717,"Morera","04/03/2011 13:29","Alto (> 8 mts)",140,"Grande",-68.8546105058,-32.8731022716,6,"Residencial Norte",2694682.37982,"0","medio"
"659",1010,"Aguaribay","14/12/2011 11:19","Bajo (2 - 4 mts)",38,"Mediano",-68.8804524947,-32.8653257444,8,"Aeroparque",2203364.73622,"0","bajo"
"14598",22276,"Fresno europeo","14/06/2011 09:07","Medio (4 - 8 mts)",70,"Grande",-68.8565349877,-32.8981572579,5,"Residencial Sur",2423808.92355,"0","bajo"
"4353",6680,"Ailanthus","10/05/2011 10:42","Alto (> 8 mts)",175,"Grande",-68.8515092432,-32.8946272857,5,"Residencial Sur",2423808.92355,"0","alto"
"778",1204,"Paraiso sombrilla","30/11/2011 11:07","Bajo (2 - 4 mts)",99,"Grande",-68.8772564273,-32.8655901366,8,"Aeroparque",2203364.73622,"0","medio"
"28947",43875,"Morera","11/10/2011 10:00","Alto (> 8 mts)",200,"Grande",-68.8339366952,-32.8843232608,3,"Parque O'Higgins",1531146.02653,"0","alto"
"12503",19213,"Morera","06/07/2011 09:23","Alto (> 8 mts)",180,"Grande",-68.8387219022,-32.8726237062,4,"Cuarta Oeste",1173332.70145,"0","alto"
"20457",31073,"Fresno americano","08/02/2011 12:33","Bajo (2 - 4 mts)",54,"Mediano",-68.8548889605,-32.864638405,6,"Residencial Norte",2694682.37982,"0","bajo"
"7724",11792,"Paraiso","02/03/2011 09:56","Alto (> 8 mts)",131,"Grande",-68.8511016211,-32.8651460961,6,"Residencial Norte",2694682.37982,"0","medio"
"29755",45136,"Fresno europeo","01/09/2011 13:39","Alto (> 8 mts)",140,"Grande",-68.8242218657,-32.8702276136,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"12106",18631,"Fresno americano","04/07/2011 10:50","Alto (> 8 mts)",190,"Grande",-68.8355712165,-32.8755229147,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"30417",46152,"Fresno europeo","27/09/2011 10:49","Muy bajo (1 - 2 mts)",8,"Chico",-68.8242296072,-32.8744269925,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"28440",43100,"Morera","04/10/2011 10:15","Bajo (2 - 4 mts)",20,"Chico",-68.8279741026,-32.8784581626,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"23891",36191,"Fresno europeo","31/03/2011 09:50","Alto (> 8 mts)",90,"Grande",-68.8565619865,-32.8778597873,6,"Residencial Norte",2694682.37982,"0","medio"
"21498",32618,"Pltano","21/06/2011 14:10","Alto (> 8 mts)",181,"Grande",-68.8524925282,-32.8894558707,5,"Residencial Sur",2423808.92355,"0","alto"
"4956",7588,"Fresno europeo","31/05/2011 13:58","Bajo (2 - 4 mts)",40,"Mediano",-68.8577779773,-32.8837211134,5,"Residencial Sur",2423808.92355,"0","bajo"
"15165",23088,"Morera","19/01/2011 14:25","Alto (> 8 mts)",190,"Grande",-68.8477917913,-32.9009702743,2,"Barrio Civico",2366816.36021,"0","alto"
"31882",48369,"Morera","05/09/2011 09:04","Alto (> 8 mts)",150,"Grande",-68.8291275782,-32.8690274029,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"11236",17344,"Acacia SP","05/08/2011 07:46","Alto (> 8 mts)",75,"Grande",-68.835584731,-32.8658379174,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"14955",22810,"Fresno americano","14/06/2011 12:25","Medio (4 - 8 mts)",36,"Mediano",-68.8591739313,-32.9023107753,5,"Residencial Sur",2423808.92355,"0","bajo"
"3085",4732,"Jacarand","09/08/2011 12:22","Muy bajo (1 - 2 mts)",12,"Chico",-68.8340424332,-32.8664211882,4,"Cuarta Oeste",1173332.70145,"1","bajo"
"9912",15258,"Morera","18/11/2011 16:49","Alto (> 8 mts)",130,"Grande",-68.8590839123,-32.8699803146,6,"Residencial Norte",2694682.37982,"1","medio"
"2805",4308,"Tilo","22/07/2011 08:55","Alto (> 8 mts)",76,"Grande",-68.8442655603,-32.8705465656,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"8327",12707,"Fresno europeo","20/01/2011 09:05","Medio (4 - 8 mts)",110,"Grande",-68.847239969,-32.8634161393,4,"Cuarta Oeste",1173332.70145,"0","medio"
"7671",11707,"Morera","31/01/2011 11:25","Alto (> 8 mts)",157,"Grande",-68.8505290028,-32.8687589721,6,"Residencial Norte",2694682.37982,"1","medio"
"16408",24962,"Morera","16/02/2011 11:52","Alto (> 8 mts)",143,"Grande",-68.836709325,-32.8958057576,2,"Barrio Civico",2366816.36021,"1","medio"
"13625",20849,"Acacia SP","27/05/2011 09:31","Medio (4 - 8 mts)",30,"Mediano",-68.8593728106,-32.8948950452,5,"Residencial Sur",2423808.92355,"0","bajo"
"29286",44416,"Morera","18/10/2011 10:57","Medio (4 - 8 mts)",105,"Grande",-68.8368222626,-32.8857964564,3,"Parque O'Higgins",1531146.02653,"0","medio"
"26081",39425,"Fresno europeo","11/11/2010 11:30","Medio (4 - 8 mts)",60,"Mediano",-68.855243667,-32.8704070011,6,"Residencial Norte",2694682.37982,"0","bajo"
"18316",27909,"Fresno europeo","04/11/2011 11:09","Alto (> 8 mts)",152,"Grande",-68.839780306,-32.8941980788,2,"Barrio Civico",2366816.36021,"0","medio"
"26544",40144,"Fresno europeo","14/04/2011 12:21","Medio (4 - 8 mts)",160,"Grande",-68.8433002443,-32.879493614,1,"Parque Central",1655357.93265,"1","medio"
"11005",16982,"Fresno americano","15/08/2011 11:44","Bajo (2 - 4 mts)",10,"Chico",-68.8382001942,-32.8649446918,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"27434",41503,"Olmo comun","07/04/2011 10:45","Medio (4 - 8 mts)",120,"Grande",-68.8431096618,-32.8816453553,1,"Parque Central",1655357.93265,"0","medio"
"8321",12701,"Morera","20/01/2011 09:34","Medio (4 - 8 mts)",140,"Grande",-68.8476385709,-32.8634287983,4,"Cuarta Oeste",1173332.70145,"0","medio"
"27739",41987,"Pltano","25/04/2011 12:21","Alto (> 8 mts)",197,"Grande",-68.8366230358,-32.8795781252,1,"Parque Central",1655357.93265,"0","alto"
"7669",11703,"Acer","31/01/2011 09:52","Medio (4 - 8 mts)",62,"Grande",-68.8508511336,-32.868626279,6,"Residencial Norte",2694682.37982,"0","bajo"
"15866",24137,"Fresno europeo","25/01/2011 13:21","Bajo (2 - 4 mts)",33,"Mediano",-68.846315222,-32.9024802567,2,"Barrio Civico",2366816.36021,"0","bajo"
"4121",6340,"Fresno europeo","30/06/2011 14:36","Bajo (2 - 4 mts)",27,"Mediano",-68.8543077445,-32.8903671184,5,"Residencial Sur",2423808.92355,"0","bajo"
"18445",28088,"Pltano","21/02/2011 18:38","Alto (> 8 mts)",120,"Grande",-68.8491219731,-32.8917376377,2,"Barrio Civico",2366816.36021,"0","medio"
"15950",24254,"Fresno europeo","27/01/2011 08:32","Alto (> 8 mts)",100,"Grande",-68.8442996887,-32.9018986789,2,"Barrio Civico",2366816.36021,"0","medio"
"29432",44653,"Morera","19/08/2011 11:25","Alto (> 8 mts)",110,"Grande",-68.8227926538,-32.8678634354,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"2422",3671,"Fresno americano","25/08/2011 13:58","Muy bajo (1 - 2 mts)",8,"Chico",-68.8200960312,-32.869487533,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"9229",14126,"Morera","01/12/2011 13:09","Alto (> 8 mts)",95,"Grande",-68.8762655761,-32.8673748548,8,"Aeroparque",2203364.73622,"0","medio"
"18299",27882,"Morera","04/11/2011 07:39","Medio (4 - 8 mts)",62,"Grande",-68.8383252798,-32.8934688111,2,"Barrio Civico",2366816.36021,"1","bajo"
"10370",15993,"Braquiquito","10/08/2011 10:16","Alto (> 8 mts)",198,"Grande",-68.8437548213,-32.8724312171,4,"Cuarta Oeste",1173332.70145,"0","alto"
"23733",35963,"Acer","23/03/2011 10:52","Alto (> 8 mts)",95,"Grande",-68.8549943862,-32.8758362926,6,"Residencial Norte",2694682.37982,"0","medio"
"11814",18191,"Fresno americano","22/07/2011 09:32","Medio (4 - 8 mts)",97,"Grande",-68.8405487964,-32.8696506747,4,"Cuarta Oeste",1173332.70145,"0","medio"
"8570",13093,"Morera","17/02/2011 09:24","Alto (> 8 mts)",162,"Grande",-68.846420149,-32.8652142098,4,"Cuarta Oeste",1173332.70145,"0","alto"
"31597",47932,"Olmo comun","31/08/2011 11:39","Bajo (2 - 4 mts)",44,"Mediano",-68.8275252062,-32.8704510529,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"29381",44566,"Morera","20/10/2011 09:01","Alto (> 8 mts)",180,"Grande",-68.8340973579,-32.8850485887,3,"Parque O'Higgins",1531146.02653,"1","alto"
"830",1282,"Morera","02/12/2011 09:54","Medio (4 - 8 mts)",68,"Grande",-68.8787820599,-32.8677963155,8,"Aeroparque",2203364.73622,"0","bajo"
"14333",21895,"Fresno europeo","03/06/2011 09:58","Alto (> 8 mts)",146,"Grande",-68.858250327,-32.8968682104,5,"Residencial Sur",2423808.92355,"0","medio"
"21474",32579,"Paraiso","17/06/2011 10:21","Alto (> 8 mts)",230,"Grande",-68.8530344538,-32.8897237836,5,"Residencial Sur",2423808.92355,"0","alto"
"19906",30245,"Morera","09/03/2011 13:59","Medio (4 - 8 mts)",25,"Mediano",-68.842120482,-32.8902267468,2,"Barrio Civico",2366816.36021,"0","bajo"
"30385",46094,"Paraiso","05/10/2011 11:59","Medio (4 - 8 mts)",50,"Mediano",-68.8245428676,-32.8747527668,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"13702",20970,"Morera","14/06/2011 13:47","Alto (> 8 mts)",70,"Grande",-68.862689155,-32.9017040263,5,"Residencial Sur",2423808.92355,"0","bajo"
"1150",1753,"Perenne","21/11/2011 10:14","Bajo (2 - 4 mts)",32,"Mediano",-68.872434102,-32.8777745981,7,"Residencial Parque",1786336.08966,"1","bajo"
"23436",35515,"Morera","17/06/2011 13:17","Medio (4 - 8 mts)",110,"Grande",-68.8560774204,-32.8833253844,5,"Residencial Sur",2423808.92355,"0","medio"
"31116",47216,"Pltano","19/09/2011 10:43","Alto (> 8 mts)",160,"Grande",-68.832199889,-32.8750895921,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"6801",10393,"Perenne","15/03/2011 11:31","Bajo (2 - 4 mts)",35,"Mediano",-68.8583428392,-32.8734565934,6,"Residencial Norte",2694682.37982,"0","bajo"
"23804",36063,"Pltano","18/03/2011 11:50","Alto (> 8 mts)",110,"Grande",-68.8570266811,-32.8758161798,6,"Residencial Norte",2694682.37982,"0","medio"
"26096",39446,"Paraiso","11/11/2010 10:23","Alto (> 8 mts)",260,"Grande",-68.8547139294,-32.8696711803,6,"Residencial Norte",2694682.37982,"0","muy alto"
"15509",23604,"Fresno europeo","13/01/2011 16:40","Alto (> 8 mts)",119,"Grande",-68.8472369504,-32.900558032,2,"Barrio Civico",2366816.36021,"0","medio"
"2074",3146,"Fresno europeo","07/09/2011 10:38","Medio (4 - 8 mts)",185,"Grande",-68.8332036611,-32.8717949772,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"25293",38256,"Acer","17/01/2012 08:16","Medio (4 - 8 mts)",35,"Mediano",-68.8466581149,-32.8736272694,6,"Residencial Norte",2694682.37982,"0","bajo"
"20834",31648,"Fresno europeo","14/06/2011 14:16","Alto (> 8 mts)",55,"Mediano",-68.8576024977,-32.8891997619,5,"Residencial Sur",2423808.92355,"0","bajo"
"20666",31377,"Fresno europeo","23/05/2011 13:13","Medio (4 - 8 mts)",130,"Grande",-68.8511473774,-32.8840512195,1,"Parque Central",1655357.93265,"0","medio"
"31755",48169,"Morera","17/08/2011 09:50","Alto (> 8 mts)",122,"Grande",-68.829088278,-32.8681849935,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
"10070",15513,"Acacia SP","21/11/2011 13:22","Muy bajo (1 - 2 mts)",25,"Mediano",-68.860446458,-32.8710063745,7,"Residencial Parque",1786336.08966,"0","bajo"
"21796",33085,"Pltano","28/06/2011 09:33","Alto (> 8 mts)",180,"Grande",-68.8534162734,-32.891373322,5,"Residencial Sur",2423808.92355,"0","alto"
"3302",5052,"Morera","10/08/2011 09:18","Medio (4 - 8 mts)",60,"Mediano",-68.8389942103,-32.8632315116,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"5143",7866,"Paraiso","21/06/2011 12:28","Alto (> 8 mts)",176,"Grande",-68.8529553978,-32.8899963307,5,"Residencial Sur",2423808.92355,"0","alto"
"18010",27436,"Morera","25/10/2011 09:12","Muy bajo (1 - 2 mts)",18,"Chico",-68.8345237525,-32.8915450562,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"21116",32051,"Morera","09/06/2011 10:30","Alto (> 8 mts)",170,"Grande",-68.8613303959,-32.8876353892,5,"Residencial Sur",2423808.92355,"0","alto"
"246",394,"Morera","05/03/2012 11:29","Alto (> 8 mts)",160,"Grande",-68.8200452612,-32.8676107044,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"20925",31775,"Olmo comun","27/06/2011 11:21","Medio (4 - 8 mts)",115,"Grande",-68.8588910177,-32.8902503823,5,"Residencial Sur",2423808.92355,"0","medio"
"20555",31214,"Morera","04/02/2011 13:06","Alto (> 8 mts)",120,"Grande",-68.8534692783,-32.8648428661,6,"Residencial Norte",2694682.37982,"0","medio"
"27376",41410,"Fresno europeo","15/04/2011 13:01","Bajo (2 - 4 mts)",52,"Mediano",-68.8424875719,-32.8825188636,1,"Parque Central",1655357.93265,"0","bajo"
"15246",23200,"Paraiso","18/01/2011 12:09","Alto (> 8 mts)",120,"Grande",-68.8488062263,-32.9012601919,2,"Barrio Civico",2366816.36021,"0","medio"
"2615",3990,"Morera","23/09/2011 11:50","Bajo (2 - 4 mts)",30,"Mediano",-68.8306951755,-32.8777298675,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"23587",35752,"Morera","04/03/2011 12:26","Alto (> 8 mts)",160,"Grande",-68.8552993139,-32.8731456302,6,"Residencial Norte",2694682.37982,"0","medio"
"30859",46802,"Morera","07/09/2011 10:47","Medio (4 - 8 mts)",156,"Grande",-68.8327297156,-32.8718294265,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"12579",19316,"Morera","12/07/2011 20:37","Alto (> 8 mts)",110,"Grande",-68.8364995866,-32.8704288021,4,"Cuarta Oeste",1173332.70145,"0","medio"
"29707",45067,"Fresno europeo","31/08/2011 12:21","Alto (> 8 mts)",140,"Grande",-68.8225125072,-32.8711865861,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
